Source: USDA National Nutrient Database for Standard Reference 28 Software v.3.5.5.2 2016-11-29
"Nutrients: Protein (g); Carbohydrate, by difference (g); Total lipid (fat) (g)"
"Food Groups: Beef Products; Cereal Grains and Pasta; Dairy and Egg Products; Finfish and Shellfish Products; Fruits and Fruit Juices; Legumes and Legume Products; Nut and Seed Products; Pork Products; Poultry Products; Vegetables and Vegetable Products"
Food Subset:All Foods
Ordered by:Food Name
Measured by:100 g
Report Run at: 12-08-2016T20:57
NDB_NO,Description,"Protein"(g)Per 100 g,"Carbohydrate, by difference"(g)Per 100 g,"Total lipid (fat)"(g)Per 100 g,
01178,"Sour cream, reduced fat",7.0,--,14.1,,
01058,"Sour dressing, non-butterfat, cultured, filled cream-type",3.25,4.68,16.57,,
09315,"Soursop, raw",1.0,16.84,0.3,,
16117,"Soy flour, defatted",51.46,33.92,1.22,,
16115,"Soy flour, full-fat, raw",37.81,31.92,20.65,,
16116,"Soy flour, full-fat, roasted",38.09,30.38,21.86,,
16118,"Soy flour, low-fat",49.81,30.63,8.9,,
16119,"Soy meal, defatted, raw",49.2,35.89,2.39,,
16420,"Soy protein concentrate, produced by acid wash",63.63,25.41,0.46,,
16121,"Soy protein concentrate, produced by alcohol extraction",63.63,25.41,0.46,,
16122,"Soy protein isolate",88.32,0.0,3.39,,
16422,"Soy protein isolate, potassium type",88.32,2.59,0.53,,
16125,"Soy sauce made from hydrolyzed vegetable protein",7.0,7.84,0.51,,
16124,"Soy sauce made from soy (tamari)",10.51,5.57,0.1,,
16123,"Soy sauce made from soy and wheat (shoyu)",8.14,4.93,0.57,,
16424,"Soy sauce made from soy and wheat (shoyu), low sodium",9.05,5.59,0.3,,
16425,"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",8.19,14.44,0.31,,
43299,"Soybean, curd cheese",12.5,6.9,8.1,,
11853,"Soybeans, green, cooked, boiled, drained, with salt",12.35,11.05,6.4,,
11451,"Soybeans, green, cooked, boiled, drained, without salt",12.35,11.05,6.4,,
11450,"Soybeans, green, raw",12.95,11.05,6.8,,
16109,"Soybeans, mature cooked, boiled, without salt",18.21,8.36,8.97,,
16409,"Soybeans, mature seeds, cooked, boiled, with salt",18.21,8.36,8.97,,
16111,"Soybeans, mature seeds, dry roasted",43.32,28.98,21.62,,
16108,"Soybeans, mature seeds, raw",36.49,30.16,19.94,,
16410,"Soybeans, mature seeds, roasted, no salt added",38.55,30.22,25.4,,
16110,"Soybeans, mature seeds, roasted, salted",38.55,30.22,25.4,,
11453,"Soybeans, mature seeds, sprouted, cooked, steamed",8.47,6.53,4.45,,
11923,"Soybeans, mature seeds, sprouted, cooked, steamed, with salt",8.47,6.53,4.45,,
11452,"Soybeans, mature seeds, sprouted, raw",13.09,9.57,6.7,,
16223,"Soymilk (All flavors), enhanced",2.94,3.45,1.99,,
16229,"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",1.65,7.2,0.62,,
16230,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",2.47,4.14,0.04,,
16222,"Soymilk (all flavors), unsweetened, with added calcium, vitamins A and D",2.86,1.74,1.61,,
16227,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",2.1,8.24,0.64,,
16231,"Soymilk, chocolate, nonfat, with added calcium, vitamins A and D",2.47,8.51,0.04,,
16166,"Soymilk, chocolate, unfortified",2.26,9.95,1.53,,
16168,"Soymilk, chocolate, with added calcium, vitamins A and D",2.26,9.95,1.53,,
16228,"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",2.62,3.85,0.85,,
16225,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",2.38,3.51,0.77,,
16120,"Soymilk, original and vanilla, unfortified",3.27,6.28,1.75,,
16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",2.6,4.92,1.47,,
20523,"Spaghetti, protein-fortified, cooked, enriched (n x 6.25)",8.86,30.88,0.21,,
20622,"Spaghetti, protein-fortified, dry, enriched (n x 6.25)",21.78,65.65,2.23,,
20127,"Spaghetti, spinach, cooked",4.58,26.15,0.63,,
20126,"Spaghetti, spinach, dry",13.35,74.81,1.57,,
20141,"Spelt, cooked",5.5,26.44,0.85,,
20140,"Spelt, uncooked",14.57,70.19,2.43,,
11658,"Spinach souffle",7.89,5.9,12.95,,
11855,"Spinach, canned, no salt added, solids and liquids",2.11,2.92,0.37,,
11461,"Spinach, canned, regular pack, drained solids",2.81,3.4,0.5,,
11459,"Spinach, canned, regular pack, solids and liquids",2.11,2.92,0.37,,
11854,"Spinach, cooked, boiled, drained, with salt",2.97,3.75,0.26,,
11458,"Spinach, cooked, boiled, drained, without salt",2.97,3.75,0.26,,
11856,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",4.01,4.8,0.87,,
11464,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",4.01,4.8,0.87,,
11463,"Spinach, frozen, chopped or leaf, unprepared",3.63,4.21,0.57,,
11457,"Spinach, raw",2.86,3.63,0.39,,
05162,"Squab, (pigeon), light meat without skin, raw",21.76,0.0,4.52,,
05160,"Squab, (pigeon), meat and skin, raw",18.47,0.0,23.8,,
05161,"Squab, (pigeon), meat only, raw",17.5,0.0,7.5,,
11857,"Squash, summer, all varieties, cooked, boiled, drained, with salt",0.91,4.31,0.31,,
11642,"Squash, summer, all varieties, cooked, boiled, drained, without salt",0.91,4.31,0.31,,
11641,"Squash, summer, all varieties, raw",1.21,3.35,0.18,,
11471,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",0.61,2.96,0.07,,
11858,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",1.04,3.79,0.39,,
11468,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",1.04,3.79,0.39,,
11859,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, with salt",1.28,5.54,0.2,,
11474,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",1.28,5.54,0.2,,
11473,"Squash, summer, crookneck and straightneck, frozen, unprepared",0.83,4.8,0.14,,
11467,"Squash, summer, crookneck and straightneck, raw",1.01,3.88,0.27,,
11860,"Squash, summer, scallop, cooked, boiled, drained, with salt",1.03,3.3,0.17,,
11476,"Squash, summer, scallop, cooked, boiled, drained, without salt",1.03,3.3,0.17,,
11475,"Squash, summer, scallop, raw",1.2,3.84,0.2,,
11861,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, with salt",1.14,2.69,0.36,,
11478,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",1.14,2.69,0.36,,
11862,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, with salt",1.15,2.97,0.13,,
11480,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",1.15,3.56,0.13,,
11479,"Squash, summer, zucchini, includes skin, frozen, unprepared",1.16,3.58,0.13,,
11477,"Squash, summer, zucchini, includes skin, raw",1.21,3.11,0.32,,
11481,"Squash, summer, zucchini, italian style, canned",1.03,6.85,0.11,,
11864,"Squash, winter, acorn, cooked, baked, with salt",1.12,14.58,0.14,,
11483,"Squash, winter, acorn, cooked, baked, without salt",1.12,14.58,0.14,,
11865,"Squash, winter, acorn, cooked, boiled, mashed, with salt",0.67,8.79,0.08,,
11484,"Squash, winter, acorn, cooked, boiled, mashed, without salt",0.67,8.79,0.08,,
11482,"Squash, winter, acorn, raw",0.8,10.42,0.1,,
11863,"Squash, winter, all varieties, cooked, baked, with salt",0.89,8.85,0.35,,
11644,"Squash, winter, all varieties, cooked, baked, without salt",0.89,8.85,0.35,,
11643,"Squash, winter, all varieties, raw",0.95,8.59,0.13,,
11866,"Squash, winter, butternut, cooked, baked, with salt",0.9,10.49,0.09,,
11486,"Squash, winter, butternut, cooked, baked, without salt",0.9,10.49,0.09,,
11867,"Squash, winter, butternut, frozen, cooked, boiled, with salt",1.23,10.04,0.07,,
11488,"Squash, winter, butternut, frozen, cooked, boiled, without salt",1.23,10.05,0.07,,
11487,"Squash, winter, butternut, frozen, unprepared",1.76,14.41,0.1,,
11485,"Squash, winter, butternut, raw",1.0,11.69,0.1,,
11868,"Squash, winter, hubbard, baked, with salt",2.48,10.81,0.62,,
11490,"Squash, winter, hubbard, baked, without salt",2.48,10.81,0.62,,
11869,"Squash, winter, hubbard, cooked, boiled, mashed, with salt",1.48,6.46,0.37,,
11491,"Squash, winter, hubbard, cooked, boiled, mashed, without salt",1.48,6.46,0.37,,
11489,"Squash, winter, hubbard, raw",2.0,8.7,0.5,,
11870,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",0.66,6.46,0.26,,
11493,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",0.66,6.46,0.26,,
11492,"Squash, winter, spaghetti, raw",0.64,6.91,0.57,,
11953,"Squash, zucchini, baby, raw",2.71,3.11,0.4,,
09317,"Strawberries, canned, heavy syrup pack, solids and liquids",0.56,23.53,0.26,,
09320,"Strawberries, frozen, sweetened, sliced",0.53,25.92,0.13,,
09319,"Strawberries, frozen, sweetened, whole",0.52,21.0,0.14,,
09318,"Strawberries, frozen, unsweetened",0.43,9.13,0.11,,
09316,"Strawberries, raw",0.67,7.68,0.3,,
11497,"Succotash, (corn and limas), canned, with cream style corn",2.64,17.61,0.54,,
11499,"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",2.6,13.98,0.49,,
11871,"Succotash, (corn and limas), cooked, boiled, drained, with salt",5.07,24.37,0.8,,
11496,"Succotash, (corn and limas), cooked, boiled, drained, without salt",5.07,24.38,0.8,,
11872,"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",4.31,19.95,0.89,,
11502,"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",4.31,19.95,0.89,,
11501,"Succotash, (corn and limas), frozen, unprepared",4.31,19.94,0.89,,
09321,"Sugar-apples, (sweetsop), raw",2.06,23.64,0.29,,
11504,"Swamp cabbage (skunk  cabbage), cooked, boiled, drained, without salt",2.08,3.7,0.24,,
11873,"Swamp cabbage (skunk cabbage), cooked, boiled, drained, with salt",2.08,3.7,0.24,,
11503,"Swamp cabbage, (skunk cabbage), raw",2.6,3.14,0.2,,
11874,"Sweet potato leaves, cooked, steamed, with salt",2.18,7.38,0.34,,
11506,"Sweet potato leaves, cooked, steamed, without salt",2.18,7.38,0.34,,
11505,"Sweet potato leaves, raw",2.49,8.82,0.51,,
31025,"Sweet Potato puffs, frozen, unprepared",1.36,30.72,3.58,,
11514,"Sweet potato, canned, mashed",1.98,23.19,0.2,,
11647,"Sweet potato, canned, syrup pack, drained solids",1.28,25.36,0.32,,
11645,"Sweet potato, canned, syrup pack, solids and liquids",0.98,20.93,0.2,,
11512,"Sweet potato, canned, vacuum pack",1.65,21.12,0.2,,
11875,"Sweet potato, cooked, baked in skin, flesh, with salt",2.01,20.71,0.15,,
11508,"Sweet potato, cooked, baked in skin, flesh, without salt",2.01,20.71,0.15,,
11510,"Sweet potato, cooked, boiled, without skin",1.37,17.72,0.14,,
11876,"Sweet potato, cooked, boiled, without skin, with salt",1.37,17.72,0.14,,
11659,"Sweet potato, cooked, candied, home-prepared",0.89,32.12,3.54,,
11877,"Sweet potato, frozen, cooked, baked, with salt",1.71,23.4,0.12,,
11517,"Sweet potato, frozen, cooked, baked, without salt",1.71,23.4,0.12,,
11516,"Sweet potato, frozen, unprepared",1.71,22.22,0.18,,
11507,"Sweet potato, raw, unprepared",1.57,20.12,0.05,,
31024,"Sweet Potatoes, french fried, crosscut, frozen, unprepared",1.7,25.52,11.1,,
31023,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",2.16,35.58,8.92,,
09437,"Tamarind nectar, canned",0.09,14.73,0.12,,
09322,"Tamarinds, raw",2.8,62.5,0.6,,
09223,"Tangerine juice, canned, sweetened",0.5,12.0,0.2,,
09221,"Tangerine juice, raw",0.5,10.1,0.2,,
09219,"Tangerines, (mandarin oranges), canned, juice pack",0.62,9.57,0.03,,
09383,"Tangerines, (mandarin oranges), canned, juice pack, drained",0.75,9.41,0.04,,
09220,"Tangerines, (mandarin oranges), canned, light syrup pack",0.45,16.19,0.1,,
09218,"Tangerines, (mandarin oranges), raw",0.81,13.34,0.31,,
20068,"Tapioca, pearl, dry",0.19,88.69,0.02,,
11521,"Taro leaves, cooked, steamed, without salt",2.72,4.02,0.41,,
11520,"Taro leaves, raw",4.98,6.7,0.74,,
11523,"Taro shoots, cooked, without salt",0.73,3.2,0.08,,
11522,"Taro shoots, raw",0.92,2.32,0.09,,
11878,"Taro, cooked, with salt",0.52,34.6,0.11,,
11519,"Taro, cooked, without salt",0.52,34.6,0.11,,
11879,"Taro, leaves, cooked, steamed, with salt",2.72,3.89,0.41,,
11518,"Taro, raw",1.5,26.46,0.2,,
11880,"Taro, shoots, cooked, with salt",0.73,3.19,0.08,,
11881,"Taro, tahitian, cooked, with salt",4.16,6.85,0.68,,
11526,"Taro, tahitian, cooked, without salt",4.16,6.85,0.68,,
11525,"Taro, tahitian, raw",2.79,6.91,0.97,,
20143,"Teff, cooked",3.87,19.86,0.65,,
20142,"Teff, uncooked",13.3,73.13,2.38,,
16114,"Tempeh",20.29,7.64,10.8,,
43476,"Tofu yogurt",3.5,15.96,1.8,,
16128,"Tofu, dried-frozen (koyadofu)",52.47,10.03,30.34,,
16428,"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate",52.43,8.3,30.34,,
16159,"Tofu, extra firm, prepared with nigari",9.98,1.18,5.26,,
16126,"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",9.04,2.85,4.17,,
16129,"Tofu, fried",18.82,8.86,20.18,,
16429,"Tofu, fried, prepared with calcium sulfate",18.82,8.86,20.18,,
16160,"Tofu, hard, prepared with nigari",12.68,4.39,9.99,,
16426,"Tofu, raw, firm, prepared with calcium sulfate",17.27,2.78,8.72,,
16427,"Tofu, raw, regular, prepared with calcium sulfate",8.08,1.87,4.78,,
16132,"Tofu, salted and fermented (fuyu)",8.92,4.38,8.0,,
16432,"Tofu, salted and fermented (fuyu), prepared with calcium sulfate",8.15,5.15,8.0,,
16127,"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",7.17,1.18,3.69,,
11954,"Tomatillos, raw",0.96,5.84,1.02,,
43365,"Tomato and vegetable juice, low sodium",0.6,4.59,0.1,,
11540,"Tomato juice, canned, with salt added",0.85,3.53,0.29,,
11886,"Tomato juice, canned, without salt added",0.85,3.53,0.29,,
11546,"Tomato products, canned, paste, without salt added",4.32,18.91,0.47,,
11888,"Tomato products, canned, puree, with salt added",1.65,8.98,0.21,,
11547,"Tomato products, canned, puree, without salt added",1.65,8.98,0.21,,
11549,"Tomato products, canned, sauce",1.2,5.31,0.3,,
11649,"Tomato products, canned, sauce, spanish style",1.44,7.24,0.27,,
11555,"Tomato products, canned, sauce, with herbs and cheese",2.13,10.24,1.93,,
11551,"Tomato products, canned, sauce, with mushrooms",1.45,8.43,0.13,,
11553,"Tomato products, canned, sauce, with onions",1.56,9.94,0.19,,
11557,"Tomato products, canned, sauce, with onions, green peppers, and celery",0.94,8.77,0.74,,
11559,"Tomato products, canned, sauce, with tomato tidbits",1.32,7.09,0.39,,
43217,"Tomato sauce, canned, no salt added",1.2,5.31,0.3,,
11693,"Tomatoes, crushed, canned",1.64,7.29,0.28,,
11527,"Tomatoes, green, raw",1.2,5.1,0.2,,
11695,"Tomatoes, orange, raw",1.16,3.18,0.19,,
11531,"Tomatoes, red, ripe, canned, packed in tomato juice",0.79,3.47,0.25,,
11885,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",0.79,3.47,0.25,,
11533,"Tomatoes, red, ripe, canned, stewed",0.91,6.19,0.19,,
11537,"Tomatoes, red, ripe, canned, with green chilies",0.69,3.62,0.08,,
11530,"Tomatoes, red, ripe, cooked",0.95,4.01,0.11,,
11660,"Tomatoes, red, ripe, cooked, stewed",1.96,13.05,2.68,,
11884,"Tomatoes, red, ripe, cooked, with salt",0.95,4.01,0.11,,
11529,"Tomatoes, red, ripe, raw, year round average",0.88,3.89,0.2,,
11955,"Tomatoes, sun-dried",14.11,55.76,2.97,,
11956,"Tomatoes, sun-dried, packed in oil, drained",5.06,23.33,14.08,,
11696,"Tomatoes, yellow, raw",0.98,2.98,0.26,,
11928,"Tree fern, cooked, with salt",0.29,10.78,0.07,,
11563,"Tree fern, cooked, without salt",0.29,10.98,0.07,,
20069,"Triticale",13.05,72.13,2.09,,
20070,"Triticale flour, whole-grain",13.18,73.14,1.81,,
05286,"Turkey and gravy, frozen",5.88,4.61,2.63,,
05293,"Turkey breast, pre-basted, meat and skin, cooked, roasted",22.16,0.0,3.46,,
05187,"Turkey from whole, dark meat, meat only, raw",21.28,0.15,2.5,,
05182,"Turkey from whole, light meat, meat and skin, cooked, roasted",29.55,0.05,5.57,,
05181,"Turkey from whole, light meat, meat and skin, raw",21.96,0.15,7.43,,
05703,"Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted",26.52,0.0,5.64,,
05702,"Turkey from whole, light meat, meat and skin, with added solution, raw",20.02,0.14,7.42,,
05697,"Turkey from whole, light meat, meat only, with added solution, cooked, roasted",26.97,0.0,2.08,,
05696,"Turkey from whole, light meat, meat only, with added solution, raw",21.54,0.0,1.66,,
05185,"Turkey from whole, light meat, raw",23.66,0.14,1.48,,
05180,"Turkey from whole, neck, meat only, cooked, simmered",22.48,0.0,7.36,,
05179,"Turkey from whole, neck, meat only, raw",16.51,0.0,6.04,,
05295,"Turkey roast, boneless, frozen, seasoned, light and dark meat, raw",17.6,6.4,2.2,,
05300,"Turkey sticks, breaded, battered, fried",14.2,17.0,16.9,,
05294,"Turkey thigh, pre-basted, meat and skin, cooked, roasted",18.8,0.0,8.54,,
05190,"Turkey, all classes, back, meat and skin, cooked, roasted",26.59,0.16,14.38,,
05192,"Turkey, all classes, breast, meat and skin, cooked, roasted",28.71,0.0,7.41,,
05191,"Turkey, all classes, breast, meat and skin, raw",21.89,0.0,7.02,,
05194,"Turkey, all classes, leg, meat and skin, cooked, roasted",27.87,0.0,9.82,,
05193,"Turkey, all classes, leg, meat and skin, raw",19.54,0.0,6.72,,
05186,"Turkey, all classes, light meat, cooked, roasted",30.13,0.0,2.08,,
05196,"Turkey, all classes, wing, meat and skin, cooked, roasted",27.38,0.0,12.43,,
05195,"Turkey, all classes, wing, meat and skin, raw",20.22,0.0,12.32,,
05215,"Turkey, back from whole bird, meat only, raw",21.28,0.15,2.5,,
05744,"Turkey, back, from whole bird, meat and skin, with added solution, raw",16.86,0.15,15.41,,
05745,"Turkey, back, from whole bird, meat and skin, with added solution, roasted",25.8,0.0,11.36,,
05216,"Turkey, back, from whole bird, meat only, roasted",27.71,0.0,6.04,,
05719,"Turkey, back, from whole bird, meat only, with added solution, raw",19.27,0.15,4.12,,
05720,"Turkey, back, from whole bird, meat only, with added solution, roasted",26.97,0.0,2.08,,
05219,"Turkey, breast, from whole bird, meat only, raw",23.66,0.14,1.48,,
05220,"Turkey, breast, from whole bird, meat only, roasted",30.13,0.0,2.08,,
05721,"Turkey, breast, from whole bird, meat only, with added solution, raw",21.54,0.14,1.66,,
05718,"Turkey, breast, from whole bird, meat only, with added solution, roasted",26.97,0.0,2.08,,
05284,"Turkey, canned, meat only, with broth",23.68,1.47,6.86,,
05184,"Turkey, dark meat from whole, meat and skin, cooked, roasted",27.27,0.07,9.95,,
05701,"Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted",25.55,0.0,10.81,,
05700,"Turkey, dark meat from whole, meat and skin, with added solution, raw",17.84,0.15,10.83,,
05694,"Turkey, dark meat from whole, meat only, with added solution, raw",19.27,0.1,4.12,,
05183,"Turkey, dark meat, meat and skin, raw",19.81,0.15,8.97,,
05695,"Turkey, dark meat, meat only, with added solution, cooked, roasted",26.1,0.0,6.0,,
05285,"Turkey, diced, light and dark meat, seasoned",18.7,1.0,6.0,,
05738,"Turkey, drumstick, from whole bird, meat only, raw",23.66,0.14,1.48,,
05739,"Turkey, drumstick, from whole bird, meat only, roasted",30.13,0.0,2.08,,
05724,"Turkey, drumstick, from whole bird, meat only, with added solution, raw",19.27,0.15,4.12,,
05725,"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",26.1,0.0,6.0,,
43367,"Turkey, drumstick, smoked, cooked, with skin, bone removed",27.9,0.0,9.8,,
05188,"Turkey, from whole, dark meat, cooked, roasted",27.71,0.0,6.04,,
05200,"Turkey, fryer-roasters, meat and skin, cooked, roasted",28.26,0.0,5.72,,
05174,"Turkey, gizzard, all classes, cooked, simmered",26.45,0.0,4.64,,
05173,"Turkey, gizzard, all classes, raw",18.8,0.0,3.37,,
05176,"Turkey, heart, all classes, cooked, simmered",24.88,0.0,7.52,,
05175,"Turkey, heart, all classes, raw",16.7,0.4,7.44,,
43391,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",29.3,0.0,5.0,,
43390,"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",28.1,0.0,9.7,,
05178,"Turkey, liver, all classes, cooked, simmered",27.0,0.0,8.18,,
05177,"Turkey, liver, all classes, raw",18.26,0.0,5.5,,
05304,"Turkey, mechanically deboned, from turkey frames, raw",13.29,0.0,15.96,,
05733,"Turkey, retail parts, breast, meat and skin, cooked, roasted",29.01,0.05,5.33,,
05732,"Turkey, retail parts, breast, meat and skin, raw",21.88,0.0,7.45,,
05727,"Turkey, retail parts, breast, meat and skin, with added solution, raw",20.79,0.03,6.75,,
05711,"Turkey, retail parts, breast, meat only, cooked, roasted",29.51,0.0,1.97,,
05710,"Turkey, retail parts, breast, meat only, raw",23.34,0.0,2.33,,
05709,"Turkey, retail parts, breast, meat only, with added solution, cooked, roasted",27.94,0.0,2.08,,
05708,"Turkey, retail parts, breast, meat only, with added solution, raw",21.99,0.0,2.53,,
05737,"Turkey, retail parts, drumstick, meat and skin, cooked, roasted",28.21,0.0,9.37,,
05736,"Turkey, retail parts, drumstick, meat and skin, raw",19.96,0.0,6.84,,
